,price,carat,x,z
4351,3602,0.7,5.71,3.5
4352,3602,0.83,6.2,3.63
4353,3603,1.13,6.71,4.12
4354,3603,1.04,6.6,3.94
4355,3603,1.04,6.47,4.02
4356,3603,0.8,5.84,3.74
4357,3603,0.83,5.99,3.77
4358,3604,1.1,6.6,4.13
4360,3604,1.01,6.58,3.8
4361,3604,0.9,6.33,3.64
4362,3604,1.1,6.8,4.01
4363,3604,0.9,6.12,3.9
4364,3605,0.9,6.1,3.81
4365,3605,1.01,6.54,3.88
4366,3605,0.9,6.07,3.86
4367,3605,0.79,5.91,3.66
4368,3605,0.79,5.94,3.65
4370,3605,1.11,6.7,4.03
4371,3606,0.73,5.7,3.61
4372,3606,1.15,6.76,4.17
4373,3607,0.73,5.68,3.59
4374,3607,1.13,6.69,4.14
4377,3609,0.91,6.22,3.86
4378,3609,1.06,6.57,4.07
4379,3609,0.9,6.19,3.85
4384,571,0.31,4.34,2.7
4385,571,0.31,4.35,2.68
4386,571,0.31,4.29,2.73
4387,571,0.31,4.41,2.65
4390,571,0.31,4.31,2.72
4391,571,0.31,4.33,2.73
4392,571,0.31,4.33,2.72
4394,571,0.31,4.27,2.72
4395,571,0.31,4.32,2.73
4396,571,0.31,4.31,2.76
4397,571,0.31,4.34,2.69
4398,571,0.31,4.33,2.7
4400,571,0.31,4.36,2.67
4402,571,0.31,4.32,2.64
4403,571,0.31,4.33,2.66
4404,571,0.31,4.31,2.7
4405,571,0.31,4.25,2.7
4408,571,0.31,4.35,2.71
4409,571,0.31,4.33,2.67
4410,3610,0.91,6.14,3.89
4411,3610,0.72,5.83,3.5
4412,3610,1.01,6.52,3.85
4413,3610,0.92,6.24,3.89
4414,3610,0.75,5.87,3.58
4415,3611,0.96,6.51,3.66
4416,3611,0.7,5.7,3.5
4417,3611,1.01,6.37,4.05
4418,3611,1.04,6.49,4.02
4419,3612,0.71,5.71,3.55
4420,3612,0.7,5.7,3.53
4422,3613,0.92,6.2,3.89
4423,3613,0.78,5.89,3.65
4424,3613,0.9,6.01,3.9
4425,3613,1.15,6.7,4.19
4426,3614,0.72,5.78,3.52
4428,3614,1.09,6.66,4.05
4429,3615,0.91,6.14,3.89
4430,3615,0.9,6.1,3.91
4432,3615,1.05,6.3,4.13
4435,3615,0.9,5.96,3.89
4436,3615,1.09,6.64,4.13
4437,3616,1.05,6.55,4.02
4439,3616,0.73,5.8,3.46
4440,3616,1.0,6.46,3.86
4441,3617,0.9,6.19,3.81
4442,3617,1.03,6.43,4.16
4443,3618,0.91,6.18,3.85
4444,3618,0.92,6.21,3.87
4445,3618,0.92,6.34,3.77
4446,3618,0.91,6.1,3.86
4447,3618,0.7,5.64,3.55
4448,3618,0.7,5.62,3.56
4449,3618,0.71,5.92,3.53
4450,3618,0.91,6.23,3.82
4451,3619,0.9,6.18,3.84
4452,3619,0.9,6.13,3.78
4453,3619,0.72,5.85,3.49
4454,3619,0.88,6.11,3.82
4455,3620,1.01,6.42,4.04
4456,3620,1.01,6.3,3.98
4457,3620,1.01,6.32,4.0
4458,3620,0.73,5.86,3.53
4459,3620,0.91,6.3,3.73
4462,3620,0.73,5.85,3.57
4463,3621,0.82,6.1,3.61
4464,3621,0.9,6.12,3.76
4465,3622,0.7,5.66,3.54
4466,3622,0.7,5.7,3.5
4467,3622,0.7,5.6,3.55
4468,3622,0.72,5.8,3.57
4469,3622,0.72,5.74,3.59
4470,3622,0.8,5.95,3.71
4471,3622,0.82,5.99,3.72
4472,3622,0.98,6.38,3.91
4473,3622,0.7,5.64,3.56
4475,3624,0.92,6.19,3.87
4476,3624,0.94,6.21,3.9
4477,3624,0.9,6.09,3.86
4478,3624,0.81,6.0,3.7
4479,3624,0.81,5.96,3.67
4480,3625,0.75,5.82,3.6
4481,3625,0.92,6.26,3.76
4484,3625,0.83,6.08,3.71
4485,3625,0.83,6.04,3.73
4487,3626,0.71,5.67,3.57
4488,3626,1.01,6.31,4.03
4489,3626,1.01,6.31,4.03
4490,3627,0.9,6.0,3.86
4491,3628,0.79,5.9,3.65
4492,3629,1.0,6.53,3.82
4493,3629,1.0,6.53,3.82
4494,3629,0.9,6.19,3.82
4495,3629,0.72,5.71,3.58
4496,3629,0.9,6.07,3.9
4498,3629,0.9,6.33,3.78
4500,3629,0.9,6.23,3.72
4501,3629,1.08,6.65,4.06
4502,3629,0.9,6.37,3.71
4504,3630,0.8,5.99,3.71
4505,3631,1.0,6.0,4.11
4506,3632,0.91,6.16,3.87
4507,3632,0.9,6.2,3.72
4508,3632,0.91,6.0,3.87
4509,3633,0.74,5.79,3.59
4510,3633,1.02,6.58,3.91
4511,3633,1.06,6.33,4.11
4513,3633,1.02,6.3,4.02
4515,3634,1.0,6.38,3.93
4516,3634,1.0,6.27,4.07
4518,3634,1.0,6.32,3.97
4519,3634,1.0,6.44,3.86
4520,3634,1.0,6.44,3.86
4521,3634,1.03,6.48,4.05
4522,3634,1.0,6.32,4.02
4524,3634,1.03,6.56,3.96
4525,3635,0.91,6.18,3.87
4527,3635,0.74,5.84,3.58
4529,3638,0.91,6.28,3.78
4530,3639,1.02,6.41,4.01
4531,3639,0.91,6.24,3.8
4533,3639,1.14,6.64,4.23
4534,3640,1.0,6.53,3.89
4535,3640,0.76,5.76,3.65
4536,3640,1.03,6.41,4.05
4537,3640,1.0,6.27,4.05
4538,3640,1.0,6.5,3.83
4540,3640,1.0,6.52,3.85
4541,3640,1.0,6.56,3.77
4542,3640,1.0,6.28,4.0
4543,3640,1.0,6.39,4.03
4544,3640,1.0,6.52,3.87
4545,3640,1.0,6.37,4.0
4546,3640,1.0,6.32,4.02
4548,3641,0.85,6.13,3.79
4549,3642,0.71,5.67,3.53
4551,3643,0.9,6.13,3.84
4552,3643,0.9,6.24,3.68
4553,3643,0.77,5.82,3.65
4554,3643,0.81,5.87,3.66
4555,3643,0.9,6.13,3.88
4556,3644,1.16,6.74,4.18
4557,3644,0.9,6.06,3.85
4558,3644,0.9,6.17,3.81
4559,3644,0.9,6.13,3.83
4561,3644,0.7,5.66,3.51
4563,3644,0.91,6.23,3.89
4564,3644,0.77,5.85,3.62
4566,3646,1.0,6.32,3.89
4567,3646,0.93,6.24,3.91
4568,3647,0.77,5.9,3.62
4570,3648,0.76,5.87,3.64
4571,3648,0.76,5.83,3.62
4572,3648,0.76,5.88,3.62
4573,3648,0.92,6.4,3.73
4574,3649,0.76,5.94,3.61
4575,3649,0.92,6.17,3.92
4576,3649,0.9,6.09,3.88
4577,3649,0.9,6.07,3.87
4578,3649,0.73,5.77,3.57
4581,3651,1.02,6.57,3.86
4582,3651,1.0,6.55,3.77
4584,3652,0.95,6.45,3.77
4585,3653,0.8,5.91,3.69
4586,3653,0.91,6.14,3.81
4587,3653,0.8,5.93,3.7
4588,3655,0.76,5.81,3.63
4589,3655,1.01,6.3,3.97
4592,3655,1.07,6.52,4.12
4593,3656,1.02,6.42,3.99
4595,3656,0.7,5.68,3.53
4596,3656,0.7,5.74,3.5
4597,3656,0.9,6.15,3.86
4598,3656,1.02,6.41,4.09
4599,3656,1.02,6.41,4.02
4600,3658,1.01,6.38,3.94
4601,3658,0.96,6.11,4.16
4602,3659,0.91,6.17,3.86
4603,3659,0.9,6.18,3.82
4604,3660,0.73,5.8,3.55
4605,3660,0.9,6.16,3.7
4606,3660,0.91,6.01,3.83
4607,3662,1.09,6.57,4.1
4608,3662,0.9,6.15,3.84
4610,3662,0.9,6.17,3.8
4612,3662,0.9,6.09,3.84
4613,3662,0.9,6.15,3.84
4614,3662,0.7,5.73,3.52
4615,3663,1.22,6.8,4.21
4616,3663,0.89,6.12,3.9
4617,3663,0.9,6.37,3.79
4618,3664,0.91,6.2,3.8
4619,3664,0.87,6.12,3.7
4621,3665,1.01,6.56,3.89
4622,3665,0.91,6.26,3.79
4623,3665,1.01,6.5,3.89
4624,3665,1.19,6.79,4.19
4625,3665,1.27,7.0,4.23
4627,3665,1.01,6.44,4.07
4629,3666,0.9,5.96,3.8
4630,3667,0.73,5.79,3.56
4631,3668,0.7,5.71,3.47
4632,3668,0.78,5.85,3.66
4633,3668,1.03,6.47,4.02
4634,3668,0.74,5.8,3.57
4635,3668,1.03,6.42,4.04
4636,3669,0.73,5.69,3.64
4637,3669,0.95,6.23,3.91
4638,3669,0.85,6.09,3.71
4639,3669,0.73,5.76,3.58
4640,3669,0.9,6.25,3.62
4641,3669,0.9,6.0,3.93
4642,3669,1.04,6.49,4.02
4643,3669,0.91,6.16,3.86
4644,3669,0.9,6.11,3.88
4647,3669,0.9,6.07,3.85
4648,3669,0.9,6.12,3.89
4649,3669,0.9,6.05,3.86
4650,3669,0.9,6.08,3.87
4651,3669,0.9,6.1,3.84
4653,3669,1.12,6.72,4.1
4654,3669,1.0,6.07,4.02
4655,3669,1.04,6.53,4.02
4656,3669,0.91,6.25,3.89
4657,3669,0.9,6.18,3.81
4659,3669,1.17,6.71,4.21
4660,3669,1.13,6.77,4.12
4661,3669,0.91,6.22,3.85
4662,3669,1.04,6.6,3.92
4663,3669,0.9,6.08,3.8
4664,3670,0.71,5.64,3.55
4665,3670,0.85,6.04,3.77
4666,3670,1.13,6.79,4.11
4667,3671,1.01,6.33,3.97
4668,3671,1.01,6.26,4.12
4669,3671,1.01,6.13,3.89
4671,3671,0.78,5.95,3.61
4673,3671,0.95,6.44,3.88
4674,3672,0.78,5.97,3.59
4676,3672,1.06,6.52,4.02
4677,3672,1.05,6.54,4.02
4678,3672,0.7,5.78,3.5
4679,3673,0.8,5.9,3.71
4680,3673,0.73,5.77,3.6
4681,3674,0.82,6.02,3.71
4682,3674,0.71,5.7,3.51
4683,3674,0.71,5.78,3.51
4686,3674,1.0,6.51,3.97
4687,3674,0.81,5.99,3.97
4688,3674,1.01,6.4,4.02
4689,3675,0.92,6.19,3.86
4690,3675,1.03,6.5,4.03
4694,3676,1.01,6.51,3.91
4696,3676,1.01,6.22,3.82
4697,3676,1.01,6.4,4.02
4698,3676,1.01,6.24,3.99
4699,3677,0.9,6.17,3.83
4700,3677,0.9,6.22,3.81
4701,3678,1.13,6.65,4.15
4702,3678,1.1,6.61,4.1
4703,3678,1.1,6.65,3.99
4704,3679,0.9,6.1,3.89
4705,3679,0.75,5.87,3.6
4706,3679,0.92,6.29,3.96
4707,3679,1.0,6.26,3.98
4708,3679,0.9,6.19,3.85
4709,3679,0.9,6.13,3.77
4710,571,0.31,4.3,2.68
4713,571,0.31,4.33,2.71
4714,572,0.28,4.11,2.65
4715,572,0.28,4.25,2.56
4716,572,0.28,4.27,2.53
4717,572,0.38,4.63,2.89
4719,572,0.24,3.99,2.48
4720,572,0.37,4.65,2.84
4721,572,0.3,4.28,2.65
4724,572,0.33,4.49,2.75
4725,572,0.33,4.5,2.75
4726,572,0.33,4.51,2.75
4728,572,0.33,4.42,2.8
4729,573,0.42,4.85,2.9
4730,573,0.34,4.48,2.77
4731,573,0.3,4.3,2.66
4733,573,0.3,4.3,2.68
4734,573,0.3,4.29,2.69
4735,573,0.3,4.3,2.69
4737,573,0.3,4.35,2.66
4738,573,0.3,4.29,2.67
4739,573,0.3,4.28,2.65
4740,3679,0.92,6.19,3.8
4741,3680,0.76,5.83,3.64
4742,3681,0.9,6.13,3.88
4743,3682,1.01,6.41,3.99
4744,3682,0.91,6.21,3.82
4745,3682,0.8,5.98,3.7
4746,3683,0.7,5.62,3.53
4749,3685,0.84,6.03,3.78
4750,3685,1.0,6.42,3.96
4751,3685,1.0,6.5,3.92
4754,3688,0.91,6.2,3.8
4755,3688,1.12,6.69,4.15
4756,3688,0.96,6.14,3.99
4758,3689,0.9,6.17,3.75
4759,3689,0.81,5.92,3.73
4760,3689,0.9,6.07,3.85
4761,3689,0.9,6.1,3.93
4764,3689,0.9,6.1,3.88
4765,3689,0.72,5.75,3.59
4766,3689,0.93,6.27,3.89
4768,3690,0.72,5.74,3.57
4769,3690,1.0,6.37,3.94
4770,3690,0.96,6.47,3.83
4771,3690,1.1,6.68,4.08
4772,3691,0.94,6.22,3.81
4773,3692,0.71,5.63,3.51
4774,3692,0.77,5.85,3.67
4775,3692,1.03,6.56,3.95
4776,3692,1.11,6.69,4.09
4777,3692,1.03,6.35,4.01
4778,3692,1.03,6.58,3.96
4779,3692,1.23,6.76,4.49
4780,3694,0.97,6.37,3.91
4781,3694,0.74,5.85,3.62
4782,3694,1.21,6.93,4.07
4783,3696,1.0,6.34,3.93
4785,3696,1.0,6.55,3.79
4786,3696,1.2,6.96,4.09
4787,3696,0.9,5.97,3.83
4788,3696,1.0,6.21,4.12
4790,3696,1.0,6.47,3.72
4792,3696,1.1,6.55,4.08
4794,3696,1.5,7.22,4.57
4796,3696,0.75,5.86,3.65
4797,3697,0.77,5.87,3.65
4798,3697,0.9,6.08,3.88
4799,3697,0.92,6.16,3.87
4801,3697,0.82,6.08,3.62
4802,3697,1.31,7.06,4.2
4803,3699,1.01,6.44,4.07
4804,3699,0.9,6.09,3.9
4805,3699,0.9,6.06,3.86
4806,3699,0.9,6.24,3.63
4807,3700,1.0,6.1,4.01
4808,3700,1.12,6.51,4.12
4809,3701,1.08,6.66,3.94
4810,3701,1.02,6.57,3.88
4811,3701,0.9,6.03,3.8
4812,3701,0.9,6.31,3.71
4813,3701,0.71,5.76,3.53
4814,3701,0.71,5.77,3.53
4815,3701,0.71,5.73,3.55
4816,3702,0.77,5.85,3.63
4817,3703,0.91,6.2,3.8
4818,3703,0.91,6.07,3.82
4819,3703,0.91,6.09,3.85
4820,3704,0.9,6.23,3.76
4821,3704,0.9,6.2,3.86
4822,3704,0.9,6.31,3.77
4823,3704,0.9,6.18,3.84
4824,3704,0.9,6.41,3.7
4825,3704,0.9,6.23,3.82
4826,3704,0.9,6.16,3.81
4827,3704,0.9,6.2,3.78
4829,3705,0.73,5.74,3.57
4830,3705,0.85,6.01,3.76
4831,3705,0.71,5.73,3.54
4832,3706,0.9,6.06,3.84
4833,3707,0.92,6.12,3.93
4835,3708,0.72,5.75,3.56
4836,3709,0.9,6.28,3.71
4837,3709,0.9,6.23,3.79
4838,3709,0.9,6.15,3.88
4839,3709,0.9,6.17,3.71
4842,3709,0.86,6.05,3.81
4843,3710,0.91,6.12,3.87
4844,3710,0.75,5.83,3.61
4847,3710,0.71,5.81,3.54
4848,3710,0.71,5.72,3.53
4849,3710,0.71,5.7,3.54
4850,3710,0.71,5.75,3.54
4851,3710,0.71,5.71,3.53
4852,3710,0.71,5.69,3.51
4853,3710,0.71,5.76,3.52
4855,3710,0.71,5.71,3.54
4856,3710,0.71,5.72,3.52
4857,3710,0.71,5.72,3.52
4858,3710,0.91,6.1,3.86
4859,3711,1.16,6.78,4.18
4860,3712,1.0,6.34,3.93
4862,3712,0.75,5.85,3.59
4863,3713,1.02,6.4,3.9
4864,3713,0.78,5.99,3.65
4865,3713,0.92,6.18,3.87
4866,3713,0.8,5.99,3.68
4867,3713,1.0,6.35,3.89
4869,3713,1.02,6.36,4.06
4871,3713,1.0,6.33,3.96
4872,3713,1.02,6.36,4.02
4873,3713,1.02,6.48,3.93
4875,3713,1.02,6.44,3.98
4876,3714,0.9,6.13,3.74
4877,3714,0.73,5.79,3.57
4878,3715,0.9,6.18,3.82
4879,3715,0.9,6.13,3.84
4880,3715,0.79,5.94,3.69
4881,3716,0.76,5.89,3.61
4883,3717,0.97,6.4,3.86
4884,3717,1.01,6.46,3.86
4886,3718,0.75,5.81,3.65
4887,3718,0.9,6.07,3.88
4888,3718,0.9,6.14,3.85
4889,3718,0.9,6.04,3.95
4890,3718,0.71,5.9,3.48
4891,3718,1.04,6.51,4.0
4892,3719,0.72,5.71,3.55
4894,3720,0.9,6.15,3.78
4895,3720,0.8,5.9,3.72
4896,3720,0.8,5.92,3.7
4897,3720,0.9,6.29,3.83
4898,3721,0.77,5.84,3.63
4899,3722,1.01,6.28,3.81
4900,3722,0.9,6.07,3.77
4902,3723,0.96,6.18,3.9
4903,3723,0.91,6.25,3.83
4904,3723,0.91,6.22,3.87
4906,3723,1.12,6.6,4.1
4907,3724,0.95,6.41,3.8
4908,3724,0.7,5.63,3.54
4910,3724,0.9,6.14,3.8
4911,3724,0.9,6.12,3.87
4912,3724,0.92,6.13,3.92
4913,3724,1.25,7.12,4.11
4914,3724,0.9,6.2,3.84
4916,3725,0.92,6.23,3.84
4917,3725,0.7,5.58,3.53
4918,3725,0.7,5.74,3.53
4919,3725,0.9,6.09,3.95
4920,3726,1.21,6.67,4.24
4922,3726,1.1,6.74,4.01
4923,3726,0.91,6.13,3.83
4925,3726,1.08,6.53,4.13
4926,3729,1.13,6.66,4.14
4927,3729,1.03,6.64,3.86
4928,3729,0.97,6.47,3.91
4929,3730,1.11,6.55,4.11
4930,3730,0.9,6.23,3.79
4931,3730,0.9,6.06,3.74
4932,3730,0.91,6.06,3.9
4933,3730,0.91,6.08,3.95
4935,3730,0.9,6.25,3.8
4936,3730,1.11,6.55,4.2
4937,3730,0.9,6.26,3.78
4938,3731,0.98,6.33,3.95
4939,3732,1.01,6.45,3.99
4940,3732,1.01,6.55,3.89
4941,3732,0.58,5.33,3.32
4942,3732,0.76,5.81,3.63
4943,3732,0.8,5.93,3.65
4944,3732,1.19,6.83,4.19
4945,3732,1.27,7.05,4.23
4946,3733,1.01,6.44,4.0
4948,3733,1.15,6.63,4.21
4949,3733,1.01,6.34,4.07
4950,3733,0.9,6.17,3.79
4951,3733,1.01,6.51,3.94
4952,3733,1.01,6.45,3.97
4953,3733,1.01,6.23,4.05
4954,3733,1.01,6.43,3.92
4955,3734,0.9,6.08,3.83
4956,3734,0.9,6.05,3.87
4957,3734,0.9,6.1,3.81
4958,3734,0.9,6.05,3.84
4959,3734,0.91,6.16,3.85
4961,3734,0.9,6.01,3.86
4962,3734,0.9,6.07,3.78
4964,3734,0.9,6.09,3.89
4965,3734,0.9,6.07,3.88
4966,3734,0.91,6.13,3.86
4967,3734,0.91,6.19,3.85
4969,3734,1.13,6.74,4.16
4972,3735,0.73,5.71,3.59
4974,3735,1.15,6.82,4.05
4975,3736,0.78,5.85,3.69
4976,3736,0.78,5.91,3.65
4977,3736,0.9,6.08,3.84
4978,3737,0.8,5.93,3.69
4979,3737,1.01,6.37,4.05
4980,3737,0.7,5.69,3.48
4981,3738,0.93,6.21,3.91
4984,3739,1.01,6.42,3.96
4985,3739,1.19,6.69,4.2
4986,3740,1.0,6.27,3.97
4987,3740,0.75,5.79,3.61
4988,3740,1.0,6.19,4.0
4989,3740,0.72,5.72,3.57
4990,3740,1.06,6.59,4.02
4991,3740,0.9,6.18,3.76
4992,3740,0.9,6.13,3.9
4993,3740,0.9,6.27,3.84
4996,3741,0.58,5.34,3.33
4997,3741,0.9,6.04,3.87
4999,3742,1.05,6.42,4.01
5000,3742,0.87,6.3,3.69
5001,3742,1.09,6.59,4.16
5002,3743,0.91,6.14,3.77
5003,3743,0.91,6.15,3.84
5004,3743,1.03,6.66,3.8
5006,3743,1.03,6.31,4.15
5007,3744,0.92,6.11,3.8
5008,3744,0.78,5.89,3.65
5009,3744,0.93,6.36,3.77
5010,3745,1.02,6.38,4.05
5011,3745,1.13,6.69,4.15
5012,3745,1.1,6.7,3.99
5013,3745,1.1,6.65,4.1
5014,3745,1.52,7.07,4.76
5015,3746,0.91,6.14,3.83
5016,3746,0.9,6.23,3.78
5017,3746,0.72,5.77,3.53
5019,3746,1.13,6.77,4.11
5020,3746,0.91,6.58,3.77
5021,3746,0.91,6.22,3.91
5022,3746,0.74,5.85,3.59
5023,3746,0.91,6.17,3.83
5024,3746,0.91,6.22,3.87
5025,3747,0.91,6.32,3.68
5026,3748,0.9,6.09,3.82
5027,3748,0.71,5.78,3.55
5028,3749,0.92,6.19,3.89
5029,3749,1.01,6.35,4.01
5030,3749,1.01,6.34,3.93
5031,3749,1.03,6.53,4.03
5032,3749,0.63,5.53,3.38
5033,3749,1.03,6.35,4.18
5036,3749,1.03,6.47,4.0
5037,3749,1.03,6.46,3.99
5038,3750,0.9,5.99,3.8
5039,3750,1.08,6.75,4.04
5040,573,0.3,4.3,2.62
5041,573,0.33,4.44,2.75
5042,573,0.4,4.73,2.97
5043,573,0.4,4.71,2.95
5044,573,0.4,4.75,2.96
5046,573,0.31,4.44,2.7
5047,573,0.31,4.44,2.61
5048,573,0.31,4.36,2.71
5049,573,0.31,4.39,2.67
5050,573,0.31,4.33,2.75
5052,573,0.31,4.35,2.65
5053,573,0.31,4.38,2.73
5054,573,0.31,4.4,2.64
5055,573,0.31,4.34,2.73
5056,574,0.3,4.4,2.64
5057,574,0.31,4.35,2.68
5058,574,0.31,4.34,2.67
5059,574,0.34,4.46,2.79
5060,574,0.34,4.48,2.83
5061,574,0.34,4.58,2.74
5062,574,0.34,4.48,2.75
5063,574,0.34,4.47,2.81
5064,574,0.3,4.34,2.69
5065,574,0.3,4.28,2.63
5066,574,0.3,4.3,2.73
5067,574,0.3,4.35,2.66
5068,574,0.3,4.37,2.6
5069,574,0.3,4.39,2.61
5072,3750,0.9,5.96,3.9
5073,3750,0.93,6.27,3.86
5074,3750,0.9,6.03,3.95
5075,3750,1.01,6.39,4.0
5076,3750,0.93,6.13,3.94
5078,3751,1.25,7.02,4.18
5079,3751,0.92,6.26,3.83
5080,3751,0.91,6.22,3.86
5081,3751,0.9,6.06,3.94
5082,3752,0.9,6.08,3.86
5083,3752,0.9,6.04,3.88
5084,3752,0.7,5.72,3.52
5085,3752,0.9,6.19,3.72
5086,3752,1.0,6.65,3.8
5087,3752,1.0,6.4,3.89
5088,3754,1.06,6.45,4.04
5089,3754,1.02,6.27,4.1
5092,3755,0.9,6.03,3.85
5093,3755,1.14,6.67,4.13
5095,3755,1.02,6.34,4.01
5096,3755,0.77,5.9,3.63
5097,3756,0.91,6.19,3.9
5098,3756,0.91,6.11,3.85
5100,3756,1.01,6.42,3.83
5101,3756,0.86,5.95,3.87
5102,3758,0.73,5.77,3.57
5103,3758,0.94,6.37,3.84
5104,3758,0.61,5.47,3.36
5105,3759,0.72,5.76,3.56
5106,3759,0.72,5.77,3.56
5107,3759,0.72,5.79,3.54
5108,3759,0.72,5.75,3.56
5110,3759,0.72,5.77,3.53
5112,3759,0.72,5.74,3.53
5113,3759,0.72,5.82,3.53
5114,3760,0.71,5.8,3.52
5115,3760,0.79,5.89,3.67
5116,3760,1.09,6.74,3.98
5117,3760,0.74,5.83,3.56
5119,3762,0.72,5.72,3.57
5120,3762,0.91,6.14,3.86
5121,3762,1.04,6.55,3.97
5123,3763,0.91,6.14,3.87
5124,3763,0.91,6.2,3.91
5125,3763,0.7,5.69,3.52
5126,3763,0.78,5.88,3.66
5127,3763,0.92,6.27,3.87
5129,3763,0.91,6.02,3.9
5130,3763,1.0,6.33,4.07
5131,3763,1.0,6.59,3.79
5132,3763,1.0,6.34,4.11
5133,3763,1.0,6.46,3.88
5134,3763,1.0,6.45,3.9
5135,3763,1.0,6.34,4.04
5137,3763,1.12,6.69,4.1
5138,3763,1.0,6.5,3.9
5139,3763,1.0,6.01,4.12
5140,3763,1.0,6.4,4.02
5142,3763,1.22,6.75,4.34
5144,3764,0.9,6.19,3.9
5145,3765,1.51,7.16,4.66
5147,3766,0.93,6.19,3.91
5148,3766,0.85,6.05,3.77
5150,3767,0.76,5.94,3.57
5151,3767,1.0,6.1,3.97
5152,3768,1.01,6.25,4.02
5153,3768,1.01,6.34,4.01
5154,3768,0.96,6.27,3.92
5156,3769,1.02,6.37,4.05
5157,3769,1.02,6.57,3.88
5158,3769,1.0,6.5,3.82
5159,3770,0.9,6.34,3.7
5160,3770,0.9,6.14,3.81
5161,3770,0.9,6.11,3.78
5162,3770,0.9,6.2,3.82
5163,3770,1.01,6.41,3.99
5166,3770,1.02,6.75,3.89
5167,3771,0.91,6.18,3.89
5168,3772,0.91,6.12,3.87
5169,3772,0.9,6.21,3.85
5172,3773,1.02,6.54,3.87
5173,3773,0.71,5.68,3.53
5175,3774,1.04,6.53,4.03
5177,3774,1.29,7.11,4.15
5179,3774,0.9,6.21,3.75
5180,3774,0.91,6.16,3.86
5181,3774,0.83,6.02,3.74
5182,3774,0.83,6.03,3.75
5183,3774,0.9,6.17,3.77
5184,3774,0.9,6.14,3.84
5185,3774,0.9,6.09,3.87
5186,3774,0.8,6.02,3.66
5187,3774,0.9,6.13,3.83
5188,3775,0.83,6.03,3.72
5189,3775,0.9,6.14,3.89
5190,3775,1.07,6.61,4.01
5191,3775,1.07,6.6,3.95
5192,3776,0.91,6.05,3.78
5193,3776,0.91,6.05,3.86
5194,3777,1.06,6.57,4.05
5195,3777,0.73,5.71,3.59
5196,3777,1.01,6.4,3.91
5198,3780,0.9,6.11,3.84
5199,3780,0.9,6.08,3.84
5200,3780,0.9,6.08,3.74
5202,3780,1.04,6.39,4.01
5203,3780,1.04,6.67,3.88
5204,3780,1.0,6.34,4.02
5205,3780,1.04,6.6,3.96
5206,3780,1.0,6.37,3.97
5209,3780,0.9,6.27,3.77
5210,3780,0.9,6.21,3.7
5211,3780,0.72,5.83,3.53
5212,3780,1.0,6.44,3.9
5213,3780,1.0,6.41,3.93
5214,3780,0.9,6.16,3.84
5216,3780,1.5,7.37,4.54
5218,3781,0.91,6.22,3.85
5219,3781,0.91,6.09,3.87
5220,3782,1.2,6.85,4.21
5223,3783,1.07,6.57,4.05
5224,3783,0.73,5.82,3.56
5225,3784,0.69,5.69,3.51
5226,3785,0.73,5.77,3.6
5227,3785,0.92,6.28,3.76
5230,3786,0.77,5.89,3.64
5231,3786,1.04,6.55,3.95
5232,3787,0.77,6.01,3.59
5233,3787,0.9,6.05,3.84
5234,3787,0.9,6.1,3.83
5235,3787,1.16,6.74,4.15
5236,3787,0.85,6.17,3.71
5237,3787,0.9,6.01,3.78
5239,3787,0.92,6.13,3.89
5243,3788,1.0,6.35,4.0
5244,3788,1.23,6.91,4.25
5245,3789,1.0,6.3,3.97
5246,3789,1.0,6.32,3.91
5247,3789,0.9,6.06,3.9
5248,3790,1.01,6.39,4.01
5250,3790,1.0,6.49,3.9
5251,3790,1.01,6.42,3.96
5252,3791,1.24,6.79,4.27
5253,3791,0.59,5.36,3.35
5254,3792,1.01,6.52,3.89
5255,3792,1.01,6.33,3.9
5256,3792,0.9,6.01,3.83
5257,3792,1.14,6.7,4.16
5258,3793,1.01,6.42,4.03
5259,3793,0.8,6.01,3.67
5260,3794,1.19,6.83,4.15
5261,3794,1.12,6.59,4.03
5262,3794,0.9,6.16,3.85
5264,3795,0.72,5.73,3.55
5265,3795,1.21,6.72,4.24
5266,3795,1.03,6.42,4.07
5267,3795,0.9,6.12,3.9
5269,3796,1.02,6.56,3.91
5270,3796,0.91,6.06,3.89
5272,3796,0.9,6.19,3.85
5274,3797,0.73,5.8,3.57
5279,3798,0.9,6.12,3.84
5280,3798,0.82,6.01,3.71
5281,3798,0.9,6.2,3.79
5282,3798,0.9,6.2,3.7
5283,3799,0.71,5.65,3.54
5284,3799,1.0,6.35,4.04
5285,3799,0.71,5.66,3.53
5286,3799,1.0,6.31,3.97
5287,3799,1.06,6.64,3.99
5288,3800,0.92,6.28,3.82
5289,3800,1.16,6.76,4.2
5291,3800,0.9,6.17,3.83
5293,3800,0.9,6.12,3.88
5294,3801,1.01,6.53,3.93
5295,3801,0.9,6.04,3.88
5296,3801,1.01,6.59,3.9
5298,3801,1.0,6.28,4.0
5299,3801,1.01,6.48,3.86
5300,3801,1.01,6.5,3.99
5301,3801,1.01,6.29,4.07
5302,3801,1.01,6.35,3.9
5303,3801,1.01,6.43,4.05
5304,3802,1.02,6.19,4.07
5306,3802,0.97,6.39,3.93
5307,3803,0.9,6.13,3.79
5308,3803,0.9,6.32,3.77
5309,3803,0.9,6.31,3.7
5310,3803,0.85,6.14,3.68
5311,3804,0.9,6.28,3.76
5312,3804,0.9,6.25,3.86
